GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars)
1400000US42003496101,42003496101,"Census Tract 4961.01, Allegheny County, Pennsylvania",71769
1400000US42003496102,42003496102,"Census Tract 4961.02, Allegheny County, Pennsylvania",61231
1400000US42003496200,42003496200,"Census Tract 4962, Allegheny County, Pennsylvania",51250
1400000US42003497000,42003497000,"Census Tract 4970, Allegheny County, Pennsylvania",54833
1400000US42003498000,42003498000,"Census Tract 4980, Allegheny County, Pennsylvania",51892
1400000US42003499300,42003499300,"Census Tract 4993, Allegheny County, Pennsylvania",41992
1400000US42003499400,42003499400,"Census Tract 4994, Allegheny County, Pennsylvania",36413
1400000US42003500300,42003500300,"Census Tract 5003, Allegheny County, Pennsylvania",44068
1400000US42003501000,42003501000,"Census Tract 5010, Allegheny County, Pennsylvania",30324
1400000US42003503002,42003503002,"Census Tract 5030.02, Allegheny County, Pennsylvania",52075
1400000US42003504100,42003504100,"Census Tract 5041, Allegheny County, Pennsylvania",39592
1400000US42003507000,42003507000,"Census Tract 5070, Allegheny County, Pennsylvania",41081
1400000US42003508000,42003508000,"Census Tract 5080, Allegheny County, Pennsylvania",25536
1400000US42003509400,42003509400,"Census Tract 5094, Allegheny County, Pennsylvania",33345
1400000US42003510000,42003510000,"Census Tract 5100, Allegheny County, Pennsylvania",25697
1400000US42003512000,42003512000,"Census Tract 5120, Allegheny County, Pennsylvania",32190
1400000US42003512800,42003512800,"Census Tract 5128, Allegheny County, Pennsylvania",19517
1400000US42003512900,42003512900,"Census Tract 5129, Allegheny County, Pennsylvania",21500
1400000US42003513800,42003513800,"Census Tract 5138, Allegheny County, Pennsylvania",24551
1400000US42003514000,42003514000,"Census Tract 5140, Allegheny County, Pennsylvania",25117
1400000US42003515100,42003515100,"Census Tract 5151, Allegheny County, Pennsylvania",34063
1400000US42003515200,42003515200,"Census Tract 5152, Allegheny County, Pennsylvania",46304
1400000US42003515300,42003515300,"Census Tract 5153, Allegheny County, Pennsylvania",27396
1400000US42003515401,42003515401,"Census Tract 5154.01, Allegheny County, Pennsylvania",55313
1400000US42003516100,42003516100,"Census Tract 5161, Allegheny County, Pennsylvania",83203
1400000US42003516200,42003516200,"Census Tract 5162, Allegheny County, Pennsylvania",68333
1400000US42003517000,42003517000,"Census Tract 5170, Allegheny County, Pennsylvania",31000
1400000US42003518001,42003518001,"Census Tract 5180.01, Allegheny County, Pennsylvania",80893
1400000US42003519000,42003519000,"Census Tract 5190, Allegheny County, Pennsylvania",88605
1400000US42003520001,42003520001,"Census Tract 5200.01, Allegheny County, Pennsylvania",57500
1400000US42003520002,42003520002,"Census Tract 5200.02, Allegheny County, Pennsylvania",49663
1400000US42003521100,42003521100,"Census Tract 5211, Allegheny County, Pennsylvania",72829
1400000US42003521200,42003521200,"Census Tract 5212, Allegheny County, Pennsylvania",59712
1400000US42003521301,42003521301,"Census Tract 5213.01, Allegheny County, Pennsylvania",36150
1400000US42003521302,42003521302,"Census Tract 5213.02, Allegheny County, Pennsylvania",48794
